0,1,2,song_start,same_song
One Time - Jeremy Black,"[-0.09503805 -0.09901039 -0.0728214  ... -0.7094883  -0.79514605
 -0.6610955 ]",386,382,382
OSA Dress Code - Squadda B,"[-0.00072759 -0.00028719  0.00026181 ... -0.01233716 -0.00256778
  0.01179967]",387,387,387
OSA Dress Code - Squadda B,[0.03653298 0.03996649 0.04405511 ... 0.07950166 0.08969856 0.07587631],388,387,387
OSA Dress Code - Squadda B,"[ 0.14284496  0.16328971  0.15070409 ... -0.00158207 -0.00262372
 -0.00279436]",389,387,387
Out On My Skateboard - Mini Vandals,"[-1.8927025e-07  1.3774057e-07 -3.2774556e-06 ...  1.9674258e-01
  1.9792031e-01  1.7560539e-01]",390,390,390
Out On My Skateboard - Mini Vandals,[0.09361713 0.09913882 0.0810367  ... 0.33794093 0.34055308 0.31544104],391,390,390
Out On My Skateboard - Mini Vandals,[0.25913593 0.31558686 0.30470154 ... 0.24532735 0.23860227 0.20635651],392,390,390
"Outside the Universe - Joel Cummins, Kris Myers, Andy Farag","[ 1.72029995e-05  1.21418416e-05  4.83639133e-06 ... -1.20222315e-01
 -1.56752631e-01 -1.50555566e-01]",393,393,393
"Outside the Universe - Joel Cummins, Kris Myers, Andy Farag","[-0.1237186  -0.14942461 -0.13941276 ... -0.26898938 -0.29479063
 -0.22857237]",394,393,393
Pinions - Freedom Trail Studio,"[-1.9974026e-05 -6.8042332e-06  1.6518010e-05 ...  6.6472955e-02
  6.7557372e-02  5.9396606e-02]",395,395,395
"Planetary Paths - Joel Cummins, Andy Farag","[-4.3901978e-06 -2.8217526e-05 -6.9496396e-06 ...  1.0320520e-01
  1.0299124e-01  8.8641271e-02]",396,396,396
"Planetary Paths - Joel Cummins, Andy Farag","[ 0.06131811  0.06407679  0.06178763 ... -0.04010098 -0.0390976
 -0.03530423]",397,396,396
Play Dead - NEFFEX,"[-2.1040869e-05  7.6377893e-07 -7.5680066e-07 ... -4.3284554e-02
 -4.0081747e-02 -2.2683127e-02]",398,398,398
Play Dead - NEFFEX,"[-0.06169863 -0.07945874 -0.05831979 ... -0.25120077 -0.26177073
 -0.23335817]",399,398,398
Play Dead - NEFFEX,"[-0.18521841 -0.209432   -0.21666458 ...  0.12520562  0.09398687
  0.06918738]",400,398,398
Polaroid Memories - DivKid,[0.00061592 0.00071462 0.00080421 ... 0.09462409 0.08880088 0.06990328],401,401,401
Polaroid Memories - DivKid,"[-0.0019471   0.00322307  0.02797924 ...  0.00872631  0.00950445
  0.0078441 ]",402,401,401
Polymetric Juggling - DivKid,"[-0.00164283 -0.00183422 -0.00206664 ...  0.0361101   0.03729534
  0.0375217 ]",403,403,403
Polymetric Juggling - DivKid,"[ 0.03357863  0.04469824  0.04512059 ... -0.03029045 -0.0264714
 -0.01894519]",404,403,403
Polymetric Juggling - DivKid,"[-0.01688092 -0.01451311 -0.01531358 ... -0.00823981 -0.00800583
 -0.00804404]",405,403,403
Ponderous Days - Joel Cummins,"[ 9.5057248e-06 -1.1624622e-05 -2.5636789e-06 ... -7.6742567e-02
 -5.5931222e-02 -2.9953815e-02]",406,406,406
Ponderous Days - Joel Cummins,"[-0.12344258 -0.13235001 -0.13869525 ... -0.02257231 -0.02170688
 -0.02077799]",407,406,406
Positive Fuse - French Fuse,"[-4.99361108e-10  3.27987526e-10 -6.50880391e-11 ... -1.88438952e-01
 -1.55588418e-01 -1.20616056e-01]",408,408,408
Positive Fuse - French Fuse,"[-0.06667365 -0.09927352 -0.1080436  ...  0.03584877  0.0373702
  0.02974107]",409,408,408
Press Fuse - French Fuse,"[ 0.          0.          0.         ... -0.01701955  0.03121158
  0.07196949]",410,410,410
Rain Fuse - French Fuse,"[ 3.2119605e-09 -3.6948727e-10  1.7950325e-10 ...  7.8543089e-03
  3.2185176e-03 -7.5854985e-03]",411,411,411
Resolve - Joel Cummins,"[ 9.3034805e-06 -2.6285330e-05 -2.7789032e-05 ...  2.3767964e-03
  1.1462672e-02  1.9985462e-02]",412,412,412
Resolve - Joel Cummins,[0.02528629 0.04557579 0.06603745 ... 0.04433391 0.04425366 0.04321025],413,412,412
Retribution - NEFFEX,"[ 3.0978961e-04  2.7245510e-04  2.1749451e-04 ... -3.1163663e-01
 -2.9870266e-01 -2.5259614e-01]",414,414,414
Retribution - NEFFEX,"[-0.18971637 -0.27174488 -0.29101828 ...  0.30228066  0.2847341
  0.22897851]",415,414,414
Rich in the 80s - DivKid,"[2.2667709e-04 6.3582855e-05 4.2374842e-04 ... 3.0932633e-02 2.8963113e-02
 2.7240966e-02]",416,416,416
Rich in the 80s - DivKid,"[-0.00014187  0.0173532   0.02246333 ... -0.01249552 -0.00441355
  0.00292823]",417,416,416
Rinse Repeat - DivKid,"[-0.00026466 -0.00059011 -0.00081782 ...  0.02680141  0.02564259
  0.01564389]",418,418,418
Rinse Repeat - DivKid,"[ 0.01722171  0.01189156 -0.01369697 ... -0.03007553 -0.03328383
 -0.03213438]",419,418,418
Robots and Aliens - Joel Cummins,"[-1.3391805e-05 -2.7915174e-05 -1.4113737e-05 ...  8.7522402e-02
  9.7551472e-02  8.4485628e-02]",420,420,420
Robots and Aliens - Joel Cummins,"[ 0.04603601  0.02693082 -0.00602396 ...  0.01298932  0.01398104
  0.01626837]",421,420,420
Rooster - Telecasted,"[-7.4936950e-05 -7.7578741e-05 -7.5121658e-05 ... -1.9954333e-01
 -2.0730276e-01 -1.8316902e-01]",422,422,422
Rooster - Telecasted,"[-0.12885529 -0.17570613 -0.13658175 ...  0.14945893  0.24135762
  0.26871076]",423,422,422
Running Errands - TrackTribe,"[ 2.9635959e-05  2.2090044e-06 -1.5235626e-06 ... -1.6106231e-02
 -2.0523943e-02 -1.8218482e-02]",424,424,424
Running Errands - TrackTribe,"[-0.02318619 -0.02663353 -0.02516172 ... -0.08162723 -0.0884429
 -0.0818061 ]",425,424,424
Running Errands - TrackTribe,"[-0.06361358 -0.07290681 -0.06583681 ...  0.05387647  0.05389553
  0.04634186]",426,424,424
Running Errands - TrackTribe,[0.05040676 0.05557201 0.05317073 ... 0.10099863 0.09475406 0.08610761],427,424,424
Sailing - Telecasted,"[-2.4307007e-04 -2.6123636e-04 -2.0313202e-04 ... -2.4027760e-01
 -2.3689829e-01 -2.1038717e-01]",428,428,428
Sailing - Telecasted,"[-0.1615518  -0.18748717 -0.20225075 ...  0.33443764  0.30702496
  0.23360083]",429,428,428
Seasons - Telecasted,"[-0.00065427 -0.00063302 -0.0006149  ...  0.18538672  0.13943882
  0.08504635]",430,430,430
Seasons - Telecasted,"[ 0.10057292  0.09099673  0.0822308  ... -0.13590908 -0.14344151
 -0.13138051]",431,430,430
Shadoma - Mini Vandals,"[-2.7268470e-07 -4.9152521e-07 -3.8014434e-07 ...  1.3443472e-02
  1.2990391e-02  1.1753083e-02]",432,432,432
Shadoma - Mini Vandals,[0.01541891 0.01720583 0.01801545 ... 0.02252864 0.02238151 0.02221171],433,432,432
Shadoma - The Mini Vandals,"[-2.7268470e-07 -4.9152521e-07 -3.8014434e-07 ...  1.3443472e-02
  1.2990391e-02  1.1753083e-02]",434,434,434
Shadoma - The Mini Vandals,[0.01541891 0.01720583 0.01801545 ... 0.02252864 0.02238151 0.02221171],435,434,434
Shine On - Jeremy Black,"[ 0.00417462  0.00454442  0.00470515 ... -0.03654893 -0.00666704
  0.02658802]",436,436,436
Shine On - Jeremy Black,"[ 0.02146356 -0.01308213 -0.03132218 ...  0.0543097   0.04839535
  0.06764894]",437,436,436
Six Seasons - Unicorn Heads,"[ 0.03935807  0.03987628  0.04031536 ... -0.04632503 -0.04273321
 -0.03740233]",438,438,438
Six Seasons - Unicorn Heads,"[-0.03827951 -0.04553659 -0.05093921 ... -0.04678287 -0.05054286
 -0.05148582]",439,438,438
Six Seasons - Unicorn Heads,"[-0.06338583 -0.07802553 -0.08732297 ...  0.12616369  0.11785629
  0.10351904]",440,438,438
Six Seasons - Unicorn Heads,[0.10241224 0.10830426 0.11323321 ... 0.05327265 0.04936392 0.0450619 ],441,438,438
Six Seasons - Unicorn Heads,"[-0.0370634  -0.02634112 -0.0253008  ... -0.01487726 -0.01434393
 -0.01454687]",442,438,438
Six Seasons - Unicorn Heads,"[-0.04124254 -0.0451248  -0.04972975 ...  0.00234553  0.0005158
  0.00124103]",443,438,438
Six Seasons - Unicorn Heads,"[-0.03844218 -0.04433478 -0.04714495 ...  0.02911702  0.02947923
  0.02734165]",444,438,438
Smoke Jacket Blues - TrackTribe,"[5.1120796e-06 1.9037841e-05 5.6672932e-05 ... 5.4641858e-02 5.8949001e-02
 5.5641685e-02]",445,445,445
Smoke Jacket Blues - TrackTribe,[0.0107617  0.01237569 0.00687554 ... 0.09108032 0.11465861 0.10805698],446,445,445
Smokey's Lounge - TrackTribe,"[-0.01438169 -0.01517502 -0.01602633 ...  0.05170427  0.05414931
  0.06134079]",447,447,447
Smokey's Lounge - TrackTribe,"[ 0.00260172  0.00470688  0.00018424 ... -0.05212927 -0.0533152
 -0.05661114]",448,447,447
Smokey's Lounge - TrackTribe,"[-0.03249964 -0.03142837 -0.03611984 ... -0.00267665 -0.00269581
 -0.0027512 ]",449,447,447
Snowy Peaks pt I - Chris Haugen,"[-3.70918451e-06 -9.00494615e-06 -1.39937329e-05 ...  1.10597955e-02
  1.27518326e-02  1.20602390e-02]",450,450,450
Snowy Peaks pt I - Chris Haugen,[0.02853193 0.03176071 0.03163891 ... 0.03153246 0.03653717 0.03690473],451,450,450
Snowy Peaks pt II - Chris Haugen,"[-0.00057622 -0.00056918 -0.00058726 ...  0.03567531  0.02891074
  0.01962303]",452,452,452
Something You Could Never Own (Clean) - NEFFEX,"[ 4.6056243e-06  4.2687393e-06  3.5809858e-06 ... -4.8082110e-01
 -4.3492147e-01 -3.6484978e-01]",453,453,453
Something You Could Never Own (Clean) - NEFFEX,"[-0.2867654  -0.38798276 -0.431036   ... -0.20430736 -0.21657088
 -0.17686786]",454,453,453
Something You Could Never Own (Instrumental) - NEFFEX,"[ 8.108661e-06  8.557259e-06  8.599923e-06 ... -5.664890e-01 -5.811625e-01
 -5.286166e-01]",455,455,455
Something You Could Never Own (Instrumental) - NEFFEX,"[-0.32221797 -0.38953608 -0.35585928 ...  0.01874825  0.01210391
 -0.00133637]",456,455,455
Something You Could Never Own - NEFFEX,"[-4.7914340e-04 -3.5904290e-04 -7.2800455e-04 ... -4.5820189e-01
 -4.5578808e-01 -3.6704758e-01]",457,457,457
Something You Could Never Own - NEFFEX,"[-0.21197668 -0.2695301  -0.30517992 ... -0.05443018 -0.07273125
 -0.07241129]",458,457,457
Somewhere Fuse - French Fuse,"[ 1.2515172e-06 -1.4212235e-06  1.0924859e-06 ...  5.9571736e-03
  6.4400402e-03  1.4522491e-02]",459,459,459
Somewhere Fuse - French Fuse,"[ 0.00948968  0.00620512  0.01225914 ... -0.12902036 -0.14941913
 -0.12832282]",460,459,459
Soul Food - Chris Haugen,"[-0.01641712 -0.01231557 -0.01136239 ...  0.10059716  0.1043964
  0.08430569]",461,461,461
Space Age Hustle - Squadda B,"[-0.00019405 -0.0001921  -0.00020652 ... -0.05954217 -0.06351261
 -0.05856576]",462,462,462
Spanish Moss - Chris Haugen,"[7.5687517e-08 1.3825094e-07 5.1268967e-07 ... 4.8649520e-02 4.8107177e-02
 4.3745603e-02]",463,463,463
Spanish Moss - Chris Haugen,[0.01806154 0.02136853 0.02255845 ... 0.00388399 0.00394574 0.00397755],464,463,463
Squadda B TV - Squadda B,"[ 0.00023001  0.00021098  0.00018513 ... -0.11205835 -0.10959613
 -0.10717981]",465,465,465
Squadda B TV - Squadda B,"[-0.15038566 -0.14664027 -0.14473453 ... -0.08655176 -0.08734146
 -0.08099163]",466,465,465
Squadda B TV - Squadda B,"[-1.7843361e-01 -2.1180958e-01 -2.1459450e-01 ...  1.7486316e-05
 -1.4783108e-05  5.2055252e-06]",467,465,465
Squadda Bambino Tumblr - Squadda B,"[5.1806145e-04 3.2700427e-04 1.4827611e-04 ... 3.6955288e-01 3.4995973e-01
 3.2512000e-01]",468,468,468
Squadda Bambino Tumblr - Squadda B,[0.14109766 0.16805133 0.17620406 ... 0.00153431 0.00693496 0.00518805],469,468,468
Squadda Bambino Tumblr - Squadda B,"[ 7.30738640e-02  8.31289217e-02  8.88848528e-02 ... -1.04991495e-05
 -1.03405355e-05 -8.89898365e-06]",470,468,468
Statement (Clean) - NEFFEX,"[-6.5197662e-07 -8.0080031e-07 -7.7089999e-07 ...  2.7318305e-01
  3.2328925e-01  2.7734026e-01]",471,471,471
Statement (Clean) - NEFFEX,"[ 0.21727315  0.2662619   0.23227705 ... -0.01211468 -0.01488024
 -0.01169102]",472,471,471
Statement (Clean) - NEFFEX,"[-0.01969962 -0.02279599 -0.01998452 ...  0.06494749  0.06230107
  0.05092692]",473,471,471
Statement - NEFFEX,"[-0.00399906 -0.00434721 -0.00415297 ... -0.07868043 -0.06706388
 -0.0637626 ]",474,474,474
Statement - NEFFEX,"[-0.14484599 -0.1352076  -0.11956663 ... -0.02462616  0.02594811
  0.02703992]",475,474,474
Statement - NEFFEX,"[-0.02021535 -0.00875919  0.01629198 ... -0.15713449 -0.17644615
 -0.15230781]",476,474,474
Stellar Wind - Unicorn Heads,"[-0.03507792 -0.03489009 -0.03446592 ...  0.02291363  0.03268768
  0.0334728 ]",477,477,477
Stellar Wind - Unicorn Heads,"[ 0.02247756  0.02626447  0.02797977 ... -0.17548728 -0.16218618
 -0.13500126]",478,477,477
Stellar Wind - Unicorn Heads,"[-0.05903403 -0.06238542 -0.06826741 ... -0.04104918 -0.04350475
 -0.04442611]",479,477,477
Stellar Wind - Unicorn Heads,"[-0.03093501 -0.04034795 -0.03901772 ... -0.10126656 -0.09769033
 -0.08381211]",480,477,477
Stellar Wind - Unicorn Heads,"[-0.04109784 -0.04435644 -0.04714057 ... -0.05534256 -0.05117226
 -0.03827642]",481,477,477
Stellar Wind - Unicorn Heads,"[ 0.02060023  0.03230417  0.05114321 ... -0.03694635 -0.04286731
 -0.0435817 ]",482,477,477
Stellar Wind - Unicorn Heads,"[-0.00865036 -0.01441059 -0.02066835 ...  0.04269145  0.03731214
  0.03023348]",483,477,477
Straight Fuse - French Fuse,[0.         0.         0.         ... 0.00678911 0.01597748 0.01115771],484,484,484
Sunshine - Telecasted,[0.         0.         0.         ... 0.30386183 0.29813117 0.23927274],485,485,485
Sunshine - Telecasted,"[3.2554919e-01 3.6005980e-01 2.7433315e-01 ... 5.2927790e-05 5.6983437e-05
 4.7472608e-05]",486,485,485
"Sweet Dreams, My Dear - 소향(SoHyang) MV ver. ","[ 0.          0.          0.         ... -0.06129096 -0.0720021
 -0.05300051]",487,487,487
"Sweet Dreams, My Dear - 소향(SoHyang) MV ver. ","[-0.04650715 -0.04808412 -0.03420544 ... -0.13681142 -0.09918934
 -0.06914226]",488,487,487
"Sweet Dreams, My Dear - 소향(SoHyang) MV ver. ","[ 0.17226171  0.18595102  0.19770351 ... -0.01083545 -0.01036731
 -0.00942404]",489,487,487
Switched on Carcassi - Brian Bolger,"[-7.9292877e-05 -2.4706818e-05 -4.8564070e-05 ... -2.5369719e-01
 -2.3955618e-01 -2.0452601e-01]",490,490,490
Take Me Back - NEFFEX,"[-6.9762500e-05 -4.2633361e-05  4.9627056e-06 ... -3.7183109e-01
 -4.0420502e-01 -3.6211139e-01]",491,491,491
Take Me Back - NEFFEX,"[-0.25270858 -0.30897993 -0.28206557 ... -0.04702288 -0.08399717
 -0.10462426]",492,491,491
Take Me Back - NEFFEX,"[-0.20166175 -0.24241531 -0.21604143 ...  0.1289565   0.13480504
  0.098703  ]",493,491,491
Target Fuse - French Fuse,[0.         0.         0.         ... 0.06259627 0.07472073 0.07753067],494,494,494
Target Fuse - French Fuse,"[ 0.05752657  0.06310579  0.04092341 ...  0.00508307 -0.00257242
 -0.00567334]",495,494,494
Tell Me That I Can't (Clean) - NEFFEX,"[-2.1762135e-05 -2.9328834e-05 -2.5010650e-05 ...  2.5951895e-01
  2.0520678e-01  2.5006831e-01]",496,496,496
Tell Me That I Can't (Clean) - NEFFEX,"[ 0.09734426  0.13644157  0.14896265 ... -0.09447052 -0.13065329
 -0.13339612]",497,496,496
Tell Me That I Can't (Instrumental) - NEFFEX (1),"[ 3.8307255e-05  3.8258248e-05  3.8308001e-05 ... -1.6366212e-03
 -9.3758285e-02 -5.3783502e-02]",498,498,498
Tell Me That I Can't (Instrumental) - NEFFEX (1),[0.03132893 0.031891   0.03272935 ... 0.08068228 0.07401907 0.05497785],499,498,498
Tell Me That I Can't (Instrumental) - NEFFEX,"[ 3.8307255e-05  3.8258248e-05  3.8308001e-05 ... -1.6366212e-03
 -9.3758285e-02 -5.3783502e-02]",500,500,500
Tell Me That I Can't (Instrumental) - NEFFEX,[0.03132893 0.031891   0.03272935 ... 0.08068228 0.07401907 0.05497785],501,500,500
Tell Me That I Can't - NEFFEX,"[ 0.0023893   0.00430532  0.0037855  ... -0.2269456  -0.14629516
 -0.17903805]",502,502,502
Tell Me That I Can't - NEFFEX,"[-0.19836673 -0.20043297 -0.20044805 ...  0.03744906  0.03252871
  0.02862868]",503,502,502
Tempos Vari - Freedom Trail Studio,"[-5.7952907e-06 -1.2993045e-05  3.0164350e-05 ... -6.1057070e-03
 -7.7210355e-04  3.6662836e-03]",504,504,504
Tempos Vari - Freedom Trail Studio,[0.04709298 0.05002262 0.04991772 ... 0.03245788 0.03242964 0.02928122],505,504,504
That's What It Takes (Clean) - NEFFEX,"[ 1.6069777e-06 -1.4320361e-07 -2.1667927e-06 ... -1.5277162e-01
 -2.0662142e-01 -1.7970599e-01]",506,506,506
That's What It Takes (Clean) - NEFFEX,"[-0.2307801  -0.2993596  -0.24568602 ... -0.12703654 -0.09296378
 -0.0873766 ]",507,506,506
That's What It Takes (Instrumental) - NEFFEX,"[-3.2429358e-07 -1.7960065e-06 -1.8360503e-06 ...  9.7134270e-02
  9.3048185e-02  6.4228997e-02]",508,508,508
That's What It Takes (Instrumental) - NEFFEX,"[ 0.06177597  0.07058109  0.04964482 ... -0.00598377 -0.00371572
 -0.0051243 ]",509,508,508
That's What It Takes - NEFFEX,"[ 0.          0.          0.         ... -0.16584913 -0.11851478
 -0.06341276]",510,510,510
That's What It Takes - NEFFEX,"[-0.05407225  0.04631928  0.15080042 ... -0.49606398 -0.6299762
 -0.61163855]",511,510,510
The Empty Moons of Jupiter - DivKid,"[-7.2038738e-06 -7.4134905e-06 -2.3274022e-05 ... -1.9012552e-01
 -1.8656494e-01 -1.6440070e-01]",512,512,512
The Empty Moons of Jupiter - DivKid,"[-0.09814312 -0.12691793 -0.14391793 ...  0.14541902  0.13171542
  0.11544864]",513,512,512
The Empty Moons of Jupiter - DivKid,[0.06393668 0.07458457 0.08323386 ... 0.00842045 0.00660889 0.00574865],514,512,512
The Gentlemen - DivKid,"[-0.00040055  0.00184947  0.00267345 ... -0.08309859 -0.09092601
 -0.09664368]",515,515,515
The Gentlemen - DivKid,[0.09821258 0.1157816  0.10397743 ... 0.03679061 0.03788385 0.03289167],516,515,515
The Gentlemen - DivKid,[0.02499568 0.02603788 0.027113   ... 0.06407332 0.06509938 0.06210514],517,515,515
The Itch (Instrumental) - NEFFEX,"[ 1.6711456e-09 -6.9739798e-08 -1.0887738e-07 ... -3.1430009e-01
 -3.3106187e-01 -2.7524370e-01]",518,518,518
The Itch (Instrumental) - NEFFEX,"[-0.21526739 -0.26196533 -0.2604367  ... -0.01711549 -0.01758811
 -0.01661568]",519,518,518
The Itch - NEFFEX,"[ 0.00059355  0.00093959  0.00095613 ... -0.01697517  0.00501975
  0.01133029]",520,520,520
The Itch - NEFFEX,"[ 0.1413838   0.1394509   0.11905394 ... -0.03907247 -0.0571269
 -0.05977347]",521,520,520
The Stoic and the Sailor - Unicorn Heads,"[ 1.5049717e-07  1.1206010e-05  2.1456075e-05 ... -4.4323921e-02
 -4.3016460e-02 -3.9829649e-02]",522,522,522
The Stoic and the Sailor - Unicorn Heads,"[-0.04038461 -0.04238416 -0.04311462 ... -0.02366278 -0.02398937
 -0.0162273 ]",523,522,522
The Stoic and the Sailor - Unicorn Heads,"[-0.01431326 -0.0102119  -0.00853934 ... -0.11625185 -0.10714421
 -0.09182662]",524,522,522
The Stoic and the Sailor - Unicorn Heads,"[-0.12787685 -0.14174753 -0.15084901 ...  0.11730295  0.10189402
  0.08287221]",525,522,522
The Stoic and the Sailor - Unicorn Heads,[0.06454087 0.06524483 0.06102917 ... 0.06576242 0.0772694  0.07518879],526,522,522
The Stoic and the Sailor - Unicorn Heads,[0.11051396 0.1256307  0.13613674 ... 0.05713426 0.06323326 0.06407759],527,522,522
The Thought of You - TrackTribe,"[-5.6438523e-07 -1.2934215e-05  1.5625854e-05 ...  4.1207038e-03
  5.5540823e-03  6.8151592e-03]",528,528,528
The Thought of You - TrackTribe,[0.00621128 0.00673446 0.00728529 ... 0.06189302 0.06231701 0.05967497],529,528,528
The Thought of You - TrackTribe,"[ 0.01940269  0.01524011  0.00639632 ... -0.01711625 -0.01999969
 -0.01982368]",530,528,528
The Thought of You - TrackTribe,"[-0.01774981 -0.01972049 -0.01892174 ... -0.04933225 -0.04485582
 -0.03965058]",531,528,528
This is Not a Christmas Song - NEFFEX,"[-0.00206277 -0.0024691  -0.00243702 ...  0.2858915   0.33632824
  0.31440404]",532,532,532
This is Not a Christmas Song - NEFFEX,"[ 0.42712292  0.42369664  0.33891755 ...  0.0298685   0.01298815
 -0.01297466]",533,532,532
This is Not a Christmas Song - NEFFEX,"[-0.05806728 -0.07986382 -0.08265555 ...  0.10462748  0.09288654
  0.08816979]",534,532,532
Thunder - Telecasted,"[ 0.0000000e+00  7.3664423e-15  3.1780324e-14 ... -4.0822905e-02
 -3.8229685e-02 -2.8331494e-02]",535,535,535
Thunder - Telecasted,"[-0.04434555 -0.06135842 -0.0689924  ...  0.03609176  0.02974932
  0.01531704]",536,535,535
Til I Hear'em Say (Instrumental) - NEFFEX,"[-4.5667962e-06  1.7552440e-05  9.7693090e-05 ... -2.7351341e-01
 -3.1139791e-01 -2.5734466e-01]",537,537,537
Til I Hear'em Say (Instrumental) - NEFFEX,"[-0.09429902 -0.12551267 -0.1007494  ... -0.19793163 -0.19383283
 -0.18085602]",538,537,537
Til I Hear'em Say - NEFFEX,"[-0.01776355 -0.02411808 -0.03836831 ...  0.0710238   0.07215114
  0.06174162]",539,539,539
Til I Hear'em Say - NEFFEX,"[ 0.07823846  0.06950298  0.07918167 ... -0.14752886 -0.1438155
 -0.12346719]",540,539,539
Till I Let Go (Instrumental) - NEFFEX,"[ 1.4603741e-07  1.6088167e-07  1.7915531e-07 ... -3.8548112e-01
 -2.5751352e-01 -2.7291691e-01]",541,541,541
Till I Let Go (Instrumental) - NEFFEX,"[-0.16177478 -0.13892344 -0.00622285 ... -0.01133785  0.00884584
  0.01911171]",542,541,541
Till I Let Go (Instrumental) - NEFFEX,"[ 0.05416928  0.06313672  0.0501167  ... -0.00019438 -0.00021365
 -0.00022885]",543,541,541
Till I Let Go - NEFFEX,"[-0.0010797  -0.00128883 -0.00146104 ...  0.08786101  0.10486197
  0.12547101]",544,544,544
Till I Let Go - NEFFEX,"[-0.03361952 -0.04520245 -0.04972365 ...  0.30635875  0.31343365
  0.25836113]",545,544,544
Till I Let Go - NEFFEX,"[ 1.1740045e-01  1.2928535e-01  8.1919253e-02 ... -8.1631642e-06
 -4.2012834e-05 -4.6509267e-05]",546,544,544
Time to Spare - An Jone,"[-8.8253964e-06 -9.2963646e-06 -5.1842460e-07 ... -2.7064621e-02
 -2.6514357e-02 -2.1609347e-02]",547,547,547
Time to Spare - An Jone,"[ 0.00609765  0.0056216   0.006511   ... -0.08673081 -0.07374075
 -0.06009446]",548,547,547
To Loom Is to Love - Mini Vandals,"[-9.3140287e-08  1.7956651e-07  1.3393488e-07 ...  3.6973529e-02
  3.0637674e-02  2.2839902e-02]",549,549,549
To Loom Is to Love - The Mini Vandals,"[-9.3140287e-08  1.7956651e-07  1.3393488e-07 ...  3.6973529e-02
  3.0637674e-02  2.2839902e-02]",550,550,550
Tough - NEFFEX,"[ 0.00899358  0.008847    0.00846119 ... -0.27026534 -0.27057946
 -0.2352827 ]",551,551,551
Tough - NEFFEX,"[-0.06464761 -0.10631794 -0.26881886 ...  0.01306733 -0.01336942
 -0.0395815 ]",552,551,551
Travel Nonstop - Squadda B,"[-1.7646871e-05 -2.1521601e-05 -3.4130138e-05 ...  8.2783818e-02
  7.9282917e-02  6.6067308e-02]",553,553,553
Tropic Fuse - French Fuse,"[ 5.4205401e-08 -3.8203648e-08  1.6762929e-08 ...  5.1860727e-02
  8.0551580e-02  8.6123742e-02]",554,554,554
URL Melt - Unicorn Heads,"[-0.02865012 -0.0257725  -0.02267328 ... -0.00972993 -0.01231696
 -0.01204971]",555,555,555
URL Melt - Unicorn Heads,"[-0.00566539 -0.00783178 -0.00791694 ... -0.00711222 -0.01290999
 -0.01055907]",556,555,555
URL Melt - Unicorn Heads,"[-0.01353098 -0.0150672  -0.01424235 ...  0.05739922  0.06393328
  0.05768629]",557,555,555
URL Melt - Unicorn Heads,[0.03689512 0.04207952 0.04849987 ... 0.03370532 0.03947077 0.0322941 ],558,555,555
URL Melt - Unicorn Heads,"[ 0.04486714  0.04509453  0.04677551 ... -0.00090063  0.00127095
  0.00236145]",559,555,555
URL Melt - Unicorn Heads,"[-0.00048478  0.00187441  0.00410235 ...  0.00986895  0.01081991
  0.00418703]",560,555,555
URL Melt - Unicorn Heads,[0.01374072 0.00887699 0.00310343 ... 0.07575726 0.09794543 0.08535093],561,555,555
URL Melt - Unicorn Heads,"[ 0.03878588  0.03807431  0.02704304 ... -0.11379144 -0.09788811
 -0.07034688]",562,555,555
URL Melt - Unicorn Heads,"[-0.01737157 -0.00792514  0.01534414 ...  0.00396913  0.00150965
 -0.00086659]",563,555,555
Vaquero Perdido - Mini Vandals,[0.00648302 0.00814768 0.00564408 ... 0.06659608 0.07195222 0.0646654 ],564,564,564
Vaquero Perdido - Mini Vandals,[0.04183775 0.04701386 0.0453576  ... 0.03649569 0.03162127 0.02747531],565,564,564
Vaquero Perdido - The Mini Vandals,[0.00648302 0.00814768 0.00564408 ... 0.06659608 0.07195222 0.0646654 ],566,566,566
Vaquero Perdido - The Mini Vandals,[0.04183775 0.04701386 0.0453576  ... 0.03649569 0.03162127 0.02747531],567,566,566
Vespers on the Shore - Mini Vandals,"[-1.08473856e-07  2.07368458e-07  2.67573085e-07 ... -3.53040663e-03
 -3.20461951e-03 -2.65901559e-03]",568,568,568
Vespers on the Shore - Mini Vandals,"[-0.00018373  0.00024145  0.00059254 ... -0.00750158 -0.00801074
 -0.00748706]",569,568,568
Vespers on the Shore - The Mini Vandals,"[-1.08473856e-07  2.07368458e-07  2.67573085e-07 ... -3.53040663e-03
 -3.20461951e-03 -2.65901559e-03]",570,570,570
Vespers on the Shore - The Mini Vandals,"[-0.00018373  0.00024145  0.00059254 ... -0.00750158 -0.00801074
 -0.00748706]",571,570,570
Voices - Patrick Patrikios,"[ 0.0002547   0.00022334  0.00023642 ... -0.18310839 -0.2040096
 -0.17641991]",572,572,572
Voices - Patrick Patrikios,"[-0.1767877  -0.22570126 -0.23466465 ...  0.07245837  0.06233518
  0.05805965]",573,572,572
Watch Your Back - Jeremy Black,[0.00070509 0.00053599 0.00047338 ... 0.03839346 0.04779278 0.04182497],574,574,574
Watch Your Back - Jeremy Black,"[-0.04392611 -0.04289368 -0.04993387 ...  0.03219318  0.03591657
  0.02936453]",575,574,574
Watch Your Back - Jeremy Black,"[-0.01585251 -0.0167812  -0.01671629 ...  0.02550555  0.0323476
  0.02870896]",576,574,574
